Vmag,Plx,e_Plx,B-V,SpType,Amag,target
6.4,2.51,0.54,-0.15,B3III,13.39836860740519,1.0
7.14,19.33,1.08,0.656,G0V,18.571159270142765,0.0
6.63,3.89,0.86,1.61,M2III:,14.579748006628538,1.0
9.16,1.88,1.17,-0.016,A0V,15.530789246318399,0.0
4.39,11.89,0.72,1.448,K4III,14.765909273093456,1.0
4.48,11.35,1.09,-0.032,A0III,14.754979307645707,1.0
6.34,5.53,0.78,0.98,K0III,15.053625656523492,1.0
8.35,1.58,0.73,1.438,K2III,14.343285434772113,1.0
7.6,8.3,0.81,0.134,A2V,17.195390461880372,0.0
8.46,5.23,0.96,0.5,F3V,17.05250844433637,0.0
8.33,6.24,0.94,0.203,A3IV/V,17.30592294841212,0.0
8.27,5.38,1.06,0.95,G8III,16.923911378331944,1.0
8.64,6.85,2.28,0.4,F5V,17.818452857462127,0.0
6.23,15.8,0.82,0.469,F4V,17.223285434772116,0.0
8.93,3.93,1.88,0.71,G3V,16.901962751877132,0.0
6.63,14.62,0.53,0.616,G2IV,17.454736863109208,0.0
8.52,1.38,0.72,-0.02,B8III,14.219395432006182,1.0
8.88,2.9,1.12,1.011,K1III,16.19198998949478,1.0
8.42,9.28,0.94,0.364,F0V,18.25773988109431,0.0
7.26,26.49,0.97,0.622,G2/G3V,19.375409791486156,0.0
1.36,42.09,0.79,-0.087,B7V,14.480894628740112,0.0
7.2,9.0,0.71,0.178,A3IV,16.971212547196625,0.0
8.79,4.17,0.82,1.233,K1/K2III,16.890680274868785,1.0
7.46,1.84,0.61,1.381,K2III,13.784089115047681,1.0
9.13,2.27,0.89,0.371,F0/F2III,15.910129285965613,1.0
9.17,6.16,0.82,0.822,G6/G8IV/V,18.11790356082213,0.0
9.04,14.73,1.14,0.745,G6/G8V,19.881013734213155,0.0
8.81,7.87,1.38,0.519,F5V,18.289873661795323,0.0
6.25,5.64,0.68,-0.007,A0V,15.006395519916712,0.0
7.87,2.49,0.95,0.749,F8IV,14.850996735478681,0.0
8.92,4.91,0.88,0.521,F7V,17.37540746061484,0.0
7.39,1.36,0.57,-0.03,B4V,13.057694541851088,0.0
7.97,3.3,0.68,1.053,K0III,15.562569699389439,1.0
5.26,9.55,0.49,0.973,K0III,15.160016857918732,1.0
6.54,6.14,0.85,0.02,A2V,15.48084185570584,0.0
9.12,3.83,0.82,1.735,K2/K3III:,17.035993869843114,1.0
8.89,4.15,1.68,-0.02,B8/B9V,16.980240483560465,0.0
8.71,2.97,1.15,0.945,G8III,16.073782246586063,1.0
8.33,9.22,2.03,0.483,F5V,18.153654605268144,0.0
9.34,6.93,1.27,0.445,F0V,18.543666173059034,0.0
7.5,1.47,0.59,1.08,K0III,13.33658667374088,1.0
4.85,3.01,0.53,-0.12,B3IV,12.242832477969216,0.0
7.99,13.17,0.7,0.455,F3V,18.58792887480892,0.0
7.96,3.7,1.13,1.117,K0III,15.801008620334976,1.0
6.76,9.97,0.56,0.314,F3/F5IV+...,16.75347579155828,0.0
9.9,12.37,1.36,0.74,G8V,20.361848498145605,0.0
7.27,2.12,0.74,1.069,K0III,13.901679304643757,1.0
8.09,8.56,1.7,0.851,G8V,17.752368823385765,0.0
9.11,6.82,0.83,0.434,A9V,18.278921873282393,0.0
7.52,28.37,0.82,0.649,G5V,19.784296678979263,0.0
8.3,6.31,1.0,0.428,F3III/IV,17.300146796220673,1.0
8.48,5.78,0.7,0.612,F7IV,17.289639192102648,0.0
9.2,11.98,1.03,0.654,G3IV/V,19.592284090266464,0.0
8.71,1.86,0.8,1.077,G8III,15.057564721089582,1.0
7.13,7.17,0.75,0.453,F5IV,16.407595778339,0.0
7.95,1.5,0.74,0.078,B2IIIe,13.830456295278406,1.0
8.07,3.9,0.92,0.982,K0III,16.025323035132494,1.0
8.48,12.16,1.3,0.74,G5V,18.904667874683582,0.0
7.09,4.39,0.98,1.652,M1III,15.302322601210607,1.0
5.8,5.59,1.18,0.015,A0IV,14.537059039432116,0.0
7.09,3.5,0.85,1.645,M3III:,14.810340221751378,1.0
7.45,24.34,0.88,0.558,G0V,19.381602869470232,0.0
6.14,32.55,0.65,0.615,G1V,18.702754964521052,0.0
9.13,3.35,1.22,1.266,K1/K2III:,16.755224035184227,1.0
8.63,4.15,1.08,1.088,K0III,16.720240483560467,1.0
9.17,2.11,1.25,0.319,A9V,15.791412276488463,0.0
8.03,2.02,0.65,-0.059,B8V,14.55675684723312,0.0
8.04,2.27,1.0,1.585,M2III,14.820129285965614,1.0
7.64,5.42,0.88,0.01,A0V,16.309996432691936,0.0
8.51,15.95,0.97,0.492,F6V,19.523803436966,0.0
6.97,3.99,0.71,0.925,G8III,14.97486447843374,1.0
9.25,3.09,1.14,1.233,K3III,16.699792397124174,1.0
8.07,21.97,0.9,0.59,G3V,19.77915028460255,0.0
7.34,3.13,0.73,1.444,K3III,14.817721687732242,1.0
10.3,3.43,3.74,0.492,F2/F3V,17.976470600213855,0.0
8.43,0.88,0.72,0.02,B8III,13.152413360750844,1.0
8.81,1.04,1.17,-0.055,B8III,13.895166696493902,1.0
9.03,3.2,1.13,1.271,K2III,16.55574989159953,1.0
7.34,18.02,0.56,0.939,K0/K1IV,18.61877393321522,0.0
8.42,5.13,0.96,1.222,K2III,16.97058682555908,1.0
8.62,9.98,0.93,0.58,F7V,18.615652706436855,0.0
5.3,36.61,0.79,0.368,F2/F3IV/V,18.117998644407656,0.0
9.19,0.2,1.31,1.238,K1/K2III,10.695149978319906,1.0
5.91,6.19,1.55,0.026,A1V,14.868453245100591,0.0
9.59,3.3,1.16,0.11,A3IV,17.18256969938944,0.0
8.94,1.89,0.78,1.247,M5III,15.32230902086622,1.0
7.72,3.5,0.87,1.245,K1/K2III,15.440340221751377,1.0
6.82,4.96,0.64,0.886,G6III,15.297408382450987,1.0
8.79,2.75,1.14,0.283,A7V,15.986663469151313,0.0
9.76,11.46,1.0,0.664,G6V,20.055923088156852,0.0
6.88,2.24,0.52,0.034,B9IV,13.631240091670815,0.0
6.89,3.85,0.58,-0.02,B8V,14.817303647542502,0.0
8.37,3.24,0.74,0.989,G8III,15.922725051033058,1.0
7.1,3.28,0.54,-0.047,B5Vnn,14.679369218558396,0.0
7.13,9.05,0.68,0.134,A1V,16.913242896026016,0.0
9.29,2.87,1.25,0.137,A1V,16.579409483669963,0.0
7.14,13.02,0.75,0.279,A9IV,17.713054921160865,0.0
8.01,3.87,0.71,1.127,K1II/III,15.948554825094558,1.0
3.61,28.44,0.96,1.007,K0III,15.879647960288644,1.0
5.98,14.63,0.62,1.239,K3III,16.806221630626556,1.0
8.01,0.75,1.38,0.128,A1V,12.3853063169585,0.0
6.76,5.62,0.8,0.317,F0IV,15.508681577845305,0.0
8.98,2.03,1.26,-0.02,K1III,15.517480189566065,1.0
8.67,7.35,1.28,0.363,F2V,18.001436695420974,0.0
8.47,3.82,0.97,1.036,G6II/III,16.380316814558544,1.0
7.86,3.0,0.94,1.543,M2III,15.245606273598312,1.0
6.96,2.96,0.83,1.519,K3III,14.316458555294693,1.0
8.82,9.11,0.74,0.423,F5IV/V,18.617591884864993,0.0
9.13,5.89,0.82,0.614,F5V,17.980576473935507,0.0
7.46,4.4,0.59,0.044,B9V,15.677263382430937,0.0
5.64,6.89,0.95,1.304,K2III,14.831096109538127,1.0
7.12,3.11,0.8,1.43,K4III,14.583801945134187,1.0
6.34,5.47,0.97,1.277,K3III:,15.029936631667155,1.0
8.29,1.81,0.97,1.607,M0III,14.578392874345923,1.0
8.37,3.62,0.79,0.244,A2V,16.163542852665827,0.0
9.04,0.69,0.84,0.001,B9IV/V,13.234245453686276,0.0
8.12,4.26,0.69,-0.071,B9V,16.267047995513593,0.0
7.88,11.77,0.85,0.408,F2V,18.233882314217173,0.0
9.22,6.51,1.44,0.614,F3V,18.28790494284096,0.0
8.3,12.65,1.27,0.614,G1V,18.810452627559187,0.0
8.27,3.14,0.79,1.286,K2III,15.754648240366073,1.0
8.7,1.76,1.06,1.207,K1III,14.92756333907075,1.0
8.98,2.97,1.27,0.946,G8III/IV,16.343782246586063,1.0
6.83,4.48,0.54,1.172,K2III,15.08639006999072,1.0
5.86,5.41,0.77,1.282,K3III,14.525986325532848,1.0
7.47,4.73,0.65,1.039,K0III,15.844305703689056,1.0
8.98,1.87,1.16,1.026,G8III,15.339208032682496,1.0
7.46,4.78,0.83,0.948,G8III,15.857139483060593,1.0
6.23,6.74,0.88,0.026,A2Vn,15.3732994826766,0.0
9.07,1.81,1.15,0.02,A0V,15.358392874345924,0.0
6.74,5.07,0.7,1.54,M3III,15.26503979666668,1.0
7.91,6.59,0.91,1.165,K2III,17.00442707297005,1.0
6.6,205.22,0.81,1.326,K8V,23.16109841636986,0.0
7.87,2.49,0.7,-0.097,B5/B6III,14.850996735478681,1.0
8.22,7.81,0.86,0.399,F2IV,17.683255169386502,0.0
7.97,2.13,0.7,1.229,K1III,14.611898017193688,1.0
8.49,16.01,0.72,0.628,G1V,19.5119566595965,0.0
8.04,4.88,0.96,1.234,K2III,16.48209911001355,1.0
9.33,3.15,1.02,0.334,F0V,16.821552768948003,0.0
8.12,10.24,0.69,0.555,F8V,18.17149978319906,0.0
9.12,8.1,3.0,0.49,F3V,18.66242509439325,0.0
8.48,1.23,1.28,1.48,K3III,13.929525557196989,1.0
8.42,4.25,1.26,1.399,K2III,16.561944650251558,1.0
6.07,4.32,0.54,1.647,M5III,14.24741873407456,1.0
9.03,1.27,0.84,0.01,B5V,14.549018604779784,0.0
6.43,14.49,0.84,0.468,F7V,17.235341927355872,0.0
8.57,0.87,1.03,1.083,K1III,13.267596263093093,1.0
9.38,1.42,0.9,0.106,B9V,15.141441721915283,0.0
8.37,4.54,1.13,1.015,G8III,16.655279264285518,1.0
8.75,1.81,0.76,0.103,B9.5V,15.038392874345924,0.0
5.7,2.52,0.5,-0.118,B2IVnpe,12.707002703907722,0.0
8.52,1.4,0.76,0.01,B9.5IV,14.25064017839119,0.0
7.93,1.99,0.65,-0.112,B8III,14.424265382048532,1.0
8.23,2.5,0.7,0.102,B9/B9.5IV/V,15.219700043360188,0.0
8.42,16.01,1.03,0.637,G2V,19.4419566595965,0.0
6.66,16.59,0.67,0.44,F5V,17.759231930121803,0.0
7.18,2.5,0.57,-0.084,B5Vn,14.169700043360187,0.0
8.62,3.72,1.14,1.078,K0III,16.472714699409487,1.0
7.19,3.74,0.73,0.993,K0III,15.054358011002403,1.0
7.09,5.39,0.73,0.91,G6III,15.747943825933694,1.0
8.19,2.51,0.94,1.303,K2III,15.18836860740519,1.0
7.42,4.59,0.82,1.098,K0III,15.729063427686306,1.0
8.6,4.35,0.92,1.029,K0III,16.792446284773185,1.0
7.36,3.27,0.65,0.004,B9III/IV,14.93273876330143,1.0
8.54,1.93,1.05,1.126,K1III,14.96778654503887,1.0
6.28,6.4,0.63,0.019,A0V,15.310899869919435,0.0
9.93,58.59,1.66,1.413,K7V,23.769117490037583,0.0
9.6,1.61,1.2,1.0,G8IV/V,15.634129380159248,0.0
8.34,2.61,0.78,-0.039,B9V,15.423202536691404,0.0
8.4,14.02,2.11,0.687,G5V,19.1337400681532,0.0
7.54,4.69,0.63,1.41,K4III,15.895864213575418,1.0
7.8,9.4,0.81,0.369,F2V,17.665639267998493,0.0
8.37,5.82,0.91,0.439,F3IV,17.194614923249443,0.0
8.69,2.3,0.73,-0.036,B9III/IV,15.498639180087963,1.0
7.63,4.87,1.64,0.181,A3III,16.067644806073172,1.0
8.3,11.47,0.69,0.438,F5IV,18.59781708950634,0.0
8.65,10.93,1.27,0.834,K0IV,18.843100809748513,0.0
6.16,9.75,0.57,1.168,K2IIICN...,16.105023078492685,1.0
7.1,5.54,0.91,0.065,A0/A1IV,15.817548823642149,0.0
7.5,2.25,0.61,1.445,K3III,14.260912590556813,1.0
7.37,3.58,0.83,1.302,K2III,15.139415133219373,1.0
9.62,12.75,1.38,0.694,G6V,20.14755092384987,0.0
8.54,3.13,1.17,1.42,K1III,16.01772168773224,1.0
9.17,7.68,1.09,0.448,F5V,18.596806100157558,0.0
6.45,23.75,0.73,0.494,F7V,18.328318069804425,0.0
6.86,7.08,0.95,0.931,G8III,16.110166288448845,1.0
8.36,4.47,2.46,0.9,K0III,16.61153761565968,1.0
7.89,10.78,0.72,0.637,F8V,18.0530938042536,0.0
7.82,3.68,0.87,1.38,K3III,15.649239093367589,1.0
7.37,3.87,0.72,0.985,K0III,15.308554825094557,1.0
7.97,2.13,0.69,0.022,B9V,14.611898017193688,0.0
5.77,6.19,0.89,1.178,K0III:,14.72845324510059,1.0
7.08,2.84,0.79,1.134,K0III,14.346591700235187,1.0
7.89,0.69,0.72,1.33,K2III,12.084245453686275,1.0
9.08,23.19,1.09,0.88,K2V,20.906503743189937,0.0
8.62,8.6,1.11,0.585,F8V,18.292492256217837,0.0
7.37,6.11,0.66,1.246,K0III,16.300206051212772,1.0
8.18,24.4,1.24,0.798,G8V,20.116949131693648,0.0
7.0,2.93,0.75,-0.026,B5V,14.334338101770548,0.0
8.42,1.3,0.73,1.378,K3III,13.989716761534183,1.0
6.87,3.34,0.79,1.525,K4/K5III,14.488732334057822,1.0
6.07,1.65,0.49,-0.072,B4Ve,12.157419721069532,0.0
7.21,1.48,0.73,1.545,K3/K4III,13.061308576974788,1.0
8.3,14.36,1.76,0.736,G5V,19.08577219953141,0.0
7.9,3.63,0.77,1.19,K1/K2III,15.699533125180562,1.0
8.2,5.19,1.02,0.069,A0V,16.77583678924229,0.0
6.42,3.19,0.51,-0.111,B2V,13.938953415285905,0.0
6.48,3.97,0.54,1.45,K2III,14.473952533815577,1.0
5.27,20.06,0.56,0.257,A7V,16.781654643421994,0.0
8.29,2.98,0.64,0.002,B9IV/V,15.661081320381275,0.0
6.38,43.98,0.72,0.592,G0V,19.596276125123858,0.0
8.29,1.49,0.88,0.997,K0III,14.155931342061368,1.0
5.78,10.25,0.67,0.136,A3IV/V,15.833619326958864,0.0
8.59,7.9,1.17,0.41,F3IV,18.07813545645221,0.0
8.98,2.94,1.1,0.986,G8III,16.321736652060785,1.0
7.92,5.34,0.69,1.15,K2III/IV,16.557706285142782,1.0
8.56,2.59,0.9,0.914,G6III/IV,15.62649882040626,1.0
8.08,1.51,0.84,1.221,K1III,13.974884736465848,1.0
8.91,0.45,1.15,1.107,K1III,12.17606256887672,1.0
8.3,5.17,1.0,1.093,K0III,16.867452715469714,1.0
8.92,2.04,1.04,0.108,A0IV,15.468150837129494,0.0
3.29,8.81,0.48,-0.074,B8III,13.014879542060239,1.0
7.65,2.87,0.6,0.056,A0V,14.939409483669962,0.0
8.76,6.0,0.8,0.293,A8V,17.650756251918217,0.0
5.91,7.24,0.61,1.204,K1III,15.208692830985736,1.0
8.99,15.05,0.77,0.699,G5V,19.87768249964931,0.0
7.76,3.81,1.58,0.101,B9.5IV/V,15.664624878378097,0.0
6.73,0.93,0.5,-0.017,B6V,11.572414742769677,0.0
6.05,8.39,1.05,0.844,G5III-IV,15.668809804143503,1.0
8.08,7.8,1.11,0.419,F2/F3V,17.540473013452402,0.0
7.76,3.04,0.87,0.974,G8III/IV,15.17436791804377,1.0
8.4,10.43,0.99,1.071,K2III,18.491421542132656,1.0
9.08,3.48,0.87,0.597,F8/G0IV/V,16.787896219732904,0.0
8.09,11.84,0.63,0.778,G8IV,18.456758511934506,0.0
6.33,7.27,0.63,0.94,G8III,15.637672054295189,1.0
7.7,2.6,0.64,-0.07,B2V,14.77486673985409,0.0
8.21,4.59,0.82,0.536,F8V+...,16.519063427686305,0.0
7.53,2.79,0.72,0.007,A0III/IV,14.758021016367987,1.0
7.9,5.14,0.96,0.102,A0V,16.45481559497638,0.0
7.49,2.2,0.66,-0.095,B4V,14.202113404111032,0.0
9.13,3.41,1.3,1.224,K0III,16.79377189496249,1.0
8.44,13.0,0.83,0.538,F7/F8V,19.009716761534186,0.0
7.75,27.67,1.01,0.609,G1V,19.960045795704758,0.0
6.36,2.44,0.72,1.639,M1III,13.296949131693648,1.0
9.23,2.01,1.29,1.064,G8III,15.745980287102444,1.0
7.89,2.74,0.97,1.16,K1III,15.07875281410194,1.0
7.42,2.2,0.81,1.494,K3/K4III,14.132113404111031,1.0
6.53,5.54,0.69,0.961,G8III,15.247548823642148,1.0
10.01,48.95,1.71,1.247,M0Ve,23.45876348069578,0.0
8.58,3.73,1.55,0.398,F2V,16.43854415904344,0.0
8.16,2.4,0.75,-0.04,B6:Vn,15.06105620855803,0.0
8.92,6.7,2.25,0.623,G0V,18.050374013504133,0.0
7.22,3.66,0.75,-0.028,B9V,15.037405426972054,0.0
8.14,2.21,0.76,0.163,A0IV,14.861961368425554,0.0
8.43,2.11,2.39,0.285,A6V,15.051412276488463,0.0
7.4,1.65,0.66,-0.145,B5III,13.487419721069532,1.0
8.59,0.63,1.14,0.894,G5IIIwe,12.586702747267909,1.0
6.02,19.27,0.89,0.573,F9V,17.444408573277265,0.0
9.19,17.71,1.18,0.772,K1V,20.43109280595037,0.0
7.73,2.18,1.35,1.05,G5III,14.422282468023024,1.0
7.83,8.81,0.65,0.471,F3IV,17.55487954206024,0.0
8.65,3.16,1.03,0.157,A3V,16.14843541309202,0.0
9.07,8.39,1.71,0.416,F3IV/V,18.688809804143503,0.0
8.21,5.37,0.75,1.029,G8III,16.859871428497776,1.0
7.79,6.56,0.76,0.175,A3IV/V,16.8745191968783,0.0
9.39,2.2,0.95,0.35,F0IV/Vm...,16.10211340411103,0.0
3.85,31.72,0.55,0.051,A2V,16.35666589322783,0.0
6.54,12.37,0.62,0.176,A0IV,17.001848498145602,0.0
8.84,20.07,0.85,0.683,G6IV/V,20.35273686243743,0.0
9.41,0.81,1.01,0.2,A4V,13.952425094393249,0.0
8.43,0.93,0.75,0.005,B9.5IV,13.272414742769676,0.0
6.75,3.83,0.61,-0.054,B9IV,14.665993869843113,0.0
8.32,15.04,0.72,0.57,G0V,19.206239181278118,0.0
8.71,1.76,0.8,1.035,G8III,14.937563339070751,1.0
8.17,4.47,0.68,0.412,A7III/IV,16.42153761565968,1.0
6.59,3.14,0.62,1.319,K3III,14.074648240366074,1.0
9.37,5.16,1.23,0.508,K0III,17.933248508136053,1.0
8.87,2.07,1.63,1.454,M3III,15.449851727284589,1.0
8.71,1.63,0.91,0.109,A2V,14.77093802201979,0.0
7.31,6.98,0.9,0.931,K1III/IV,16.529277113115807,1.0
6.47,4.27,0.77,0.858,G8III,14.62213937512512,1.0
6.64,7.85,0.57,1.108,K1IVCN...,16.11434828372626,0.0
6.18,1.87,0.71,1.621,M0IIIvar,12.539208032682495,1.0
8.93,2.97,0.82,0.039,A0V,16.293782246586062,0.0
8.21,2.13,0.82,-0.003,B9IV/V,14.851898017193689,0.0
10.93,3.56,1.69,0.991,M5-M8IIIe,18.687249989864377,1.0
7.88,12.43,0.6,0.463,F3V,18.352355643208224,0.0
6.16,2.29,0.53,-0.155,B2IV-V,12.95917741169944,0.0
7.92,2.53,0.68,-0.026,B9III,14.93560260587909,1.0
6.17,8.88,0.67,1.058,K0III,15.912064828893005,1.0
9.0,2.53,0.93,0.951,G6/G8III,16.01560260587909,1.0
8.73,3.96,0.66,0.25,B9V,16.718475929627562,0.0
9.65,3.49,1.4,0.359,F0V,17.3641271347959,0.0
8.24,4.87,1.1,0.332,F3III,16.677644806073175,1.0
5.59,5.99,0.6,1.52,K4III,14.477134111946558,1.0
7.03,2.75,0.58,-0.027,B7III,14.226663469151314,1.0
7.72,3.99,0.75,0.943,K0III,15.72486447843374,1.0
8.25,8.45,1.12,0.425,F3V,17.884283544748463,0.0
7.9,3.69,0.84,1.397,K3III,15.735131830795302,1.0
8.1,6.09,0.66,0.284,A7III,17.023086463164375,1.0
8.28,9.11,1.58,0.436,F3V,18.07759188486499,0.0
8.33,3.61,0.87,0.93,G8III,16.11753600952829,1.0
8.29,0.77,1.38,1.627,K5III,12.722453625862409,1.0
9.81,6.11,1.02,0.716,G6IV/V,18.740206051212773,0.0
7.73,4.38,0.79,1.106,K2III,15.937370552520498,1.0
8.14,11.1,0.88,0.527,F7V,18.36661489393329,0.0
7.82,3.68,0.81,0.921,G6III/IV,15.649239093367589,1.0
7.0,4.6,0.61,1.029,G8III,15.31378915840787,1.0
8.36,7.81,0.91,0.641,G1V,17.8232551693865,0.0
8.82,3.72,0.88,0.453,F2IV/V,16.67271469940949,0.0
8.15,2.32,0.88,1.45,M4III,14.977439924454497,1.0
7.95,0.48,0.79,0.114,B1III,11.356206186877936,1.0
8.97,22.42,0.82,0.78,G8V,20.723178041294773,0.0
8.3,0.31,0.88,1.632,M1/M2III,10.756808469171364,1.0
8.28,3.18,0.7,-0.002,B7/B8IV/V,15.792135599922162,0.0
8.97,5.26,1.32,0.849,G8/K0V,17.574928720768696,0.0
6.22,12.07,0.56,0.194,A5V,16.628536350486744,0.0
7.24,17.99,0.71,0.544,F8/G0V,18.515155816727756,0.0
8.52,1.38,1.05,1.196,G8III/IV,14.219395432006182,1.0
10.4,1.13,1.51,0.34,F2V,15.6653922174171,0.0
8.37,3.3,1.04,1.008,K0III-IV,15.962569699389437,1.0
5.49,12.67,0.75,0.02,A0Vn,16.00388307441721,0.0
8.26,10.49,1.04,0.372,F0V,18.36387744096779,0.0
6.6,9.5,1.87,0.3,A9IV,16.488618026444236,0.0
7.29,6.61,0.91,1.005,K0III,16.3910072974282,1.0
7.71,6.66,1.09,0.406,F3V,16.827371145851505,0.0
7.41,6.45,0.77,0.999,G8III/IV,16.45779857317634,1.0
6.46,31.25,0.81,0.635,G0V,18.93425010840047,0.0
8.8,0.63,0.82,0.058,B8/B9V,12.79670274726791,0.0
5.95,32.94,0.85,0.655,G2IV,18.538617974168677,0.0
6.7,10.89,0.89,0.14,A3V,16.885139398778875,0.0
9.44,3.44,1.88,0.064,A0V,17.12279221285765,0.0
8.94,0.43,0.8,1.422,K3III,12.107342277897931,1.0
8.27,8.66,0.73,0.407,F0/F2V,17.957589460086734,0.0
6.2,4.66,0.63,1.435,M4/M5III,14.541929583449999,1.0
5.42,6.53,0.87,1.65,M1III,14.49456590637537,1.0
3.43,12.56,0.78,0.307,F0III,13.924948197005886,1.0
5.84,10.35,0.9,1.206,K2III:,15.914701748964683,1.0
8.34,8.62,1.07,0.521,F6V,18.017536329123566,0.0
8.75,2.07,1.95,0.021,A0V,15.32985172728459,0.0
6.57,9.8,0.82,0.477,F5IV,16.526130378462476,0.0
7.18,4.32,1.03,0.994,K0III,15.35741873407456,1.0
7.41,6.04,0.78,0.01,A0V,16.315184693105657,0.0
8.54,9.97,0.8,0.642,G0V,18.533475791558278,0.0
7.57,28.11,1.14,0.595,G0V,19.814304228037205,0.0
8.19,8.59,0.8,0.465,F3V,17.859965819156212,0.0
8.38,0.46,0.68,0.005,B8/B9V,11.69378915840787,0.0
7.94,5.47,0.87,0.456,F2V,16.629936631667157,0.0
3.45,24.27,0.79,0.029,A2IV,15.375348881659676,0.0
9.59,7.54,1.18,0.613,G5V,18.97685672934887,0.0
9.11,14.03,1.24,0.606,G2V,19.8452883551418,0.0
8.98,6.49,0.83,0.35,F0/F2V,18.041223484001847,0.0
7.8,2.91,1.17,0.038,B9IV/V,15.119464944929536,0.0
7.97,5.3,0.63,1.041,G8III/IV,16.591379348003944,1.0
8.46,9.79,1.69,0.415,F3V,18.41391345901569,0.0
9.27,4.64,1.26,0.357,A8V,17.602589902774405,0.0
5.81,44.01,0.75,0.5,F8Vw,19.027756842814725,0.0
8.84,1.35,1.07,1.356,K2III/IV,14.49166884247503,1.0
6.55,3.11,0.83,1.565,M2III:,14.013801945134187,1.0
8.73,7.02,1.06,0.599,G0V,17.961685560649027,0.0
6.48,16.07,0.59,0.329,A8V+...,17.510079383816723,0.0
8.11,2.65,0.98,1.327,K1IIICNpvar,15.226229369684038,1.0
8.85,0.23,1.04,0.761,G8/K0III+..,10.658639180087965,1.0
8.77,3.84,0.85,-0.03,B9IV/Vn...,16.691656121837653,0.0
8.37,3.67,0.73,0.046,B8Vp...,16.193330321260447,0.0
8.69,3.65,0.81,1.224,K1III,16.501464322282374,1.0
7.22,3.3,0.96,1.263,K2III,14.812569699389439,1.0
6.79,2.88,0.64,0.149,A1/A2IV/V,14.086962438796153,0.0
8.37,0.3,1.01,1.424,M5/M6II/III,10.75560627359831,1.0
7.32,4.1,0.88,1.018,K0III,15.383919283598678,1.0
9.12,3.24,1.18,1.418,K2/K3III,16.67272505103306,1.0
8.32,3.67,1.25,1.345,K3III,16.143330321260446,1.0
5.25,17.86,0.75,0.336,F2III,16.509407272762637,1.0
7.41,1.15,0.7,1.664,M0/M1III,12.71348920176806,1.0
8.39,5.12,0.72,0.407,F0III,16.936349804879157,1.0
7.31,10.09,0.8,0.227,A2III,17.329455831184553,1.0
8.41,4.67,0.94,0.452,F6IV,16.756584402830562,0.0
9.34,8.23,1.41,0.585,G0V,18.91699917606135,0.0
8.99,2.96,1.08,1.166,K1IV/V,16.346458555294692,0.0
8.59,6.38,0.78,1.235,K1/K2III,17.61410339360581,1.0
8.68,1.31,0.74,0.028,B8V,14.266356478278821,0.0
8.47,2.62,0.82,1.356,K2III,15.561506456598728,1.0
8.63,4.34,1.24,1.082,K0III,16.817448647562557,1.0
8.67,8.16,1.47,0.513,F7/F8V,18.228450793769305,0.0
7.88,5.34,0.67,0.007,B9V,16.517706285142783,0.0
8.26,4.39,1.01,1.052,K0III,16.472322601210607,1.0
7.33,4.03,0.84,1.399,K4III,15.356525230705548,1.0
8.24,3.0,0.88,1.384,K3III,15.625606273598311,1.0
9.29,8.48,1.15,0.621,G3V,18.931979261283566,0.0
9.37,1.19,1.28,1.594,K5III,14.747734806962654,1.0
6.53,16.04,0.62,0.336,F2V,17.556021819740725,0.0
5.74,13.07,0.59,0.163,A8III,16.32137793790272,1.0
8.25,3.09,0.8,0.968,K0III,15.699792397124174,1.0
8.0,2.82,0.82,1.297,K2III,15.251245541596806,1.0
8.5,12.51,1.3,0.827,K0V,18.9862865484671,0.0
6.53,7.83,0.73,-0.024,A0V,15.998808810289717,0.0
8.69,0.56,0.95,1.63,K5/M0III:,12.430940135031001,1.0
6.68,12.44,0.52,0.996,K0/K1III,17.154101901774,1.0
8.39,4.87,0.78,0.389,F0III,16.827644806073174,1.0
7.59,1.55,0.81,1.429,K2/K3III,13.541658490851457,1.0
7.02,32.38,0.99,0.594,G0V,19.571384222086774,0.0
8.02,2.54,0.86,1.233,K2/K3III,15.04416858309969,1.0
7.01,7.0,0.9,1.008,G8/K0III,16.235490200071283,1.0
8.68,9.32,0.87,0.443,F5V,18.527079561769906,0.0
7.94,8.29,0.95,0.94,K0V,17.53277265275137,0.0
5.97,5.92,0.58,-0.063,B9V,14.831608533614599,0.0
7.82,6.28,0.69,0.387,F0IV,16.80979821868598,0.0
8.17,3.13,0.97,0.215,F0V,15.647721687732242,0.0
9.31,5.09,1.08,0.459,F3/F5V,17.843588911683796,0.0
7.62,21.12,0.78,0.632,G2V,19.243469569308875,0.0
6.31,5.36,0.68,1.282,K2/K3III,14.955823948463852,1.0
5.8,27.91,0.51,0.481,F6V,18.028799182443155,0.0
7.87,1.57,0.72,1.632,K3III,13.849498262046168,1.0
9.14,0.67,1.25,1.486,K3III,13.270374013504133,1.0
9.15,3.58,1.14,0.947,G8III,16.919415133219374,1.0
7.9,5.73,0.71,1.193,K3III,16.69077310983695,1.0
7.59,4.87,1.02,1.034,K0III,16.027644806073173,1.0
8.8,20.2,1.24,0.787,G8V,20.326756847233117,0.0
6.42,3.93,0.87,1.19,K1III,14.391962751877132,1.0
8.36,1.72,0.94,1.274,K2III,14.537642234537744,1.0
8.52,2.15,0.8,0.941,G8III,15.182192299578027,1.0
8.58,0.95,1.16,1.005,K0III,13.46861802644424,1.0
